hour,day,weekday,weekday_number,week,monthday,month,quarter,season,weekhour
4651,194,Friday,5,28,13,July,3,summer,115
4652,194,Friday,5,28,13,July,3,summer,116
4653,194,Friday,5,28,13,July,3,summer,117
4654,194,Friday,5,28,13,July,3,summer,118
4655,194,Friday,5,28,13,July,3,summer,119
4656,194,Friday,5,28,13,July,3,summer,120
4657,195,Saturday,6,28,14,July,3,summer,121
4658,195,Saturday,6,28,14,July,3,summer,122
4659,195,Saturday,6,28,14,July,3,summer,123
4660,195,Saturday,6,28,14,July,3,summer,124
4661,195,Saturday,6,28,14,July,3,summer,125
4662,195,Saturday,6,28,14,July,3,summer,126
4663,195,Saturday,6,28,14,July,3,summer,127
4664,195,Saturday,6,28,14,July,3,summer,128
4665,195,Saturday,6,28,14,July,3,summer,129
4666,195,Saturday,6,28,14,July,3,summer,130
4667,195,Saturday,6,28,14,July,3,summer,131
4668,195,Saturday,6,28,14,July,3,summer,132
4669,195,Saturday,6,28,14,July,3,summer,133
4670,195,Saturday,6,28,14,July,3,summer,134
4671,195,Saturday,6,28,14,July,3,summer,135
4672,195,Saturday,6,28,14,July,3,summer,136
4673,195,Saturday,6,28,14,July,3,summer,137
4674,195,Saturday,6,28,14,July,3,summer,138
4675,195,Saturday,6,28,14,July,3,summer,139
4676,195,Saturday,6,28,14,July,3,summer,140
4677,195,Saturday,6,28,14,July,3,summer,141
4678,195,Saturday,6,28,14,July,3,summer,142
4679,195,Saturday,6,28,14,July,3,summer,143
4680,195,Saturday,6,28,14,July,3,summer,144
4681,196,Sunday,7,28,15,July,3,summer,145
4682,196,Sunday,7,28,15,July,3,summer,146
4683,196,Sunday,7,28,15,July,3,summer,147
4684,196,Sunday,7,28,15,July,3,summer,148
4685,196,Sunday,7,28,15,July,3,summer,149
4686,196,Sunday,7,28,15,July,3,summer,150
4687,196,Sunday,7,28,15,July,3,summer,151
4688,196,Sunday,7,28,15,July,3,summer,152
4689,196,Sunday,7,28,15,July,3,summer,153
4690,196,Sunday,7,28,15,July,3,summer,154
4691,196,Sunday,7,28,15,July,3,summer,155
4692,196,Sunday,7,28,15,July,3,summer,156
4693,196,Sunday,7,28,15,July,3,summer,157
4694,196,Sunday,7,28,15,July,3,summer,158
4695,196,Sunday,7,28,15,July,3,summer,159
4696,196,Sunday,7,28,15,July,3,summer,160
4697,196,Sunday,7,28,15,July,3,summer,161
4698,196,Sunday,7,28,15,July,3,summer,162
4699,196,Sunday,7,28,15,July,3,summer,163
4700,196,Sunday,7,28,15,July,3,summer,164
4701,196,Sunday,7,28,15,July,3,summer,165
4702,196,Sunday,7,28,15,July,3,summer,166
4703,196,Sunday,7,28,15,July,3,summer,167
4704,196,Sunday,7,28,15,July,3,summer,168
4705,197,Monday,1,29,16,July,3,summer,1
4706,197,Monday,1,29,16,July,3,summer,2
4707,197,Monday,1,29,16,July,3,summer,3
4708,197,Monday,1,29,16,July,3,summer,4
4709,197,Monday,1,29,16,July,3,summer,5
4710,197,Monday,1,29,16,July,3,summer,6
4711,197,Monday,1,29,16,July,3,summer,7
4712,197,Monday,1,29,16,July,3,summer,8
4713,197,Monday,1,29,16,July,3,summer,9
4714,197,Monday,1,29,16,July,3,summer,10
4715,197,Monday,1,29,16,July,3,summer,11
4716,197,Monday,1,29,16,July,3,summer,12
4717,197,Monday,1,29,16,July,3,summer,13
4718,197,Monday,1,29,16,July,3,summer,14
4719,197,Monday,1,29,16,July,3,summer,15
4720,197,Monday,1,29,16,July,3,summer,16
4721,197,Monday,1,29,16,July,3,summer,17
4722,197,Monday,1,29,16,July,3,summer,18
4723,197,Monday,1,29,16,July,3,summer,19
4724,197,Monday,1,29,16,July,3,summer,20
4725,197,Monday,1,29,16,July,3,summer,21
4726,197,Monday,1,29,16,July,3,summer,22
4727,197,Monday,1,29,16,July,3,summer,23
4728,197,Monday,1,29,16,July,3,summer,24
4729,198,Tuesday,2,29,17,July,3,summer,25
4730,198,Tuesday,2,29,17,July,3,summer,26
4731,198,Tuesday,2,29,17,July,3,summer,27
4732,198,Tuesday,2,29,17,July,3,summer,28
4733,198,Tuesday,2,29,17,July,3,summer,29
4734,198,Tuesday,2,29,17,July,3,summer,30
4735,198,Tuesday,2,29,17,July,3,summer,31
4736,198,Tuesday,2,29,17,July,3,summer,32
4737,198,Tuesday,2,29,17,July,3,summer,33
4738,198,Tuesday,2,29,17,July,3,summer,34
4739,198,Tuesday,2,29,17,July,3,summer,35
4740,198,Tuesday,2,29,17,July,3,summer,36
4741,198,Tuesday,2,29,17,July,3,summer,37
4742,198,Tuesday,2,29,17,July,3,summer,38
4743,198,Tuesday,2,29,17,July,3,summer,39
4744,198,Tuesday,2,29,17,July,3,summer,40
4745,198,Tuesday,2,29,17,July,3,summer,41
4746,198,Tuesday,2,29,17,July,3,summer,42
4747,198,Tuesday,2,29,17,July,3,summer,43
4748,198,Tuesday,2,29,17,July,3,summer,44
4749,198,Tuesday,2,29,17,July,3,summer,45
4750,198,Tuesday,2,29,17,July,3,summer,46
4751,198,Tuesday,2,29,17,July,3,summer,47
4752,198,Tuesday,2,29,17,July,3,summer,48
4753,199,Wednesday,3,29,18,July,3,summer,49
4754,199,Wednesday,3,29,18,July,3,summer,50
4755,199,Wednesday,3,29,18,July,3,summer,51
4756,199,Wednesday,3,29,18,July,3,summer,52
4757,199,Wednesday,3,29,18,July,3,summer,53
4758,199,Wednesday,3,29,18,July,3,summer,54
4759,199,Wednesday,3,29,18,July,3,summer,55
4760,199,Wednesday,3,29,18,July,3,summer,56
4761,199,Wednesday,3,29,18,July,3,summer,57
4762,199,Wednesday,3,29,18,July,3,summer,58
4763,199,Wednesday,3,29,18,July,3,summer,59
4764,199,Wednesday,3,29,18,July,3,summer,60
4765,199,Wednesday,3,29,18,July,3,summer,61
4766,199,Wednesday,3,29,18,July,3,summer,62
4767,199,Wednesday,3,29,18,July,3,summer,63
4768,199,Wednesday,3,29,18,July,3,summer,64
4769,199,Wednesday,3,29,18,July,3,summer,65
4770,199,Wednesday,3,29,18,July,3,summer,66
4771,199,Wednesday,3,29,18,July,3,summer,67
4772,199,Wednesday,3,29,18,July,3,summer,68
4773,199,Wednesday,3,29,18,July,3,summer,69
4774,199,Wednesday,3,29,18,July,3,summer,70
4775,199,Wednesday,3,29,18,July,3,summer,71
4776,199,Wednesday,3,29,18,July,3,summer,72
4777,200,Thursday,4,29,19,July,3,summer,73
4778,200,Thursday,4,29,19,July,3,summer,74
4779,200,Thursday,4,29,19,July,3,summer,75
4780,200,Thursday,4,29,19,July,3,summer,76
4781,200,Thursday,4,29,19,July,3,summer,77
4782,200,Thursday,4,29,19,July,3,summer,78
4783,200,Thursday,4,29,19,July,3,summer,79
4784,200,Thursday,4,29,19,July,3,summer,80
4785,200,Thursday,4,29,19,July,3,summer,81
4786,200,Thursday,4,29,19,July,3,summer,82
4787,200,Thursday,4,29,19,July,3,summer,83
4788,200,Thursday,4,29,19,July,3,summer,84
4789,200,Thursday,4,29,19,July,3,summer,85
4790,200,Thursday,4,29,19,July,3,summer,86
4791,200,Thursday,4,29,19,July,3,summer,87
4792,200,Thursday,4,29,19,July,3,summer,88
4793,200,Thursday,4,29,19,July,3,summer,89
4794,200,Thursday,4,29,19,July,3,summer,90
4795,200,Thursday,4,29,19,July,3,summer,91
4796,200,Thursday,4,29,19,July,3,summer,92
4797,200,Thursday,4,29,19,July,3,summer,93
4798,200,Thursday,4,29,19,July,3,summer,94
4799,200,Thursday,4,29,19,July,3,summer,95
4800,200,Thursday,4,29,19,July,3,summer,96
4801,201,Friday,5,29,20,July,3,summer,97
4802,201,Friday,5,29,20,July,3,summer,98
4803,201,Friday,5,29,20,July,3,summer,99
4804,201,Friday,5,29,20,July,3,summer,100
4805,201,Friday,5,29,20,July,3,summer,101
4806,201,Friday,5,29,20,July,3,summer,102
4807,201,Friday,5,29,20,July,3,summer,103
4808,201,Friday,5,29,20,July,3,summer,104
4809,201,Friday,5,29,20,July,3,summer,105
4810,201,Friday,5,29,20,July,3,summer,106
4811,201,Friday,5,29,20,July,3,summer,107
4812,201,Friday,5,29,20,July,3,summer,108
4813,201,Friday,5,29,20,July,3,summer,109
4814,201,Friday,5,29,20,July,3,summer,110
4815,201,Friday,5,29,20,July,3,summer,111
4816,201,Friday,5,29,20,July,3,summer,112
4817,201,Friday,5,29,20,July,3,summer,113
4818,201,Friday,5,29,20,July,3,summer,114
4819,201,Friday,5,29,20,July,3,summer,115
4820,201,Friday,5,29,20,July,3,summer,116
4821,201,Friday,5,29,20,July,3,summer,117
4822,201,Friday,5,29,20,July,3,summer,118
4823,201,Friday,5,29,20,July,3,summer,119
4824,201,Friday,5,29,20,July,3,summer,120
4825,202,Saturday,6,29,21,July,3,summer,121
4826,202,Saturday,6,29,21,July,3,summer,122
4827,202,Saturday,6,29,21,July,3,summer,123
4828,202,Saturday,6,29,21,July,3,summer,124
4829,202,Saturday,6,29,21,July,3,summer,125
4830,202,Saturday,6,29,21,July,3,summer,126
4831,202,Saturday,6,29,21,July,3,summer,127
4832,202,Saturday,6,29,21,July,3,summer,128
4833,202,Saturday,6,29,21,July,3,summer,129
4834,202,Saturday,6,29,21,July,3,summer,130
4835,202,Saturday,6,29,21,July,3,summer,131
4836,202,Saturday,6,29,21,July,3,summer,132
4837,202,Saturday,6,29,21,July,3,summer,133
4838,202,Saturday,6,29,21,July,3,summer,134
4839,202,Saturday,6,29,21,July,3,summer,135
4840,202,Saturday,6,29,21,July,3,summer,136
4841,202,Saturday,6,29,21,July,3,summer,137
4842,202,Saturday,6,29,21,July,3,summer,138
4843,202,Saturday,6,29,21,July,3,summer,139
4844,202,Saturday,6,29,21,July,3,summer,140
4845,202,Saturday,6,29,21,July,3,summer,141
4846,202,Saturday,6,29,21,July,3,summer,142
4847,202,Saturday,6,29,21,July,3,summer,143
4848,202,Saturday,6,29,21,July,3,summer,144
4849,203,Sunday,7,29,22,July,3,summer,145
4850,203,Sunday,7,29,22,July,3,summer,146
4851,203,Sunday,7,29,22,July,3,summer,147
4852,203,Sunday,7,29,22,July,3,summer,148
4853,203,Sunday,7,29,22,July,3,summer,149
4854,203,Sunday,7,29,22,July,3,summer,150
4855,203,Sunday,7,29,22,July,3,summer,151
4856,203,Sunday,7,29,22,July,3,summer,152
4857,203,Sunday,7,29,22,July,3,summer,153
4858,203,Sunday,7,29,22,July,3,summer,154
4859,203,Sunday,7,29,22,July,3,summer,155
4860,203,Sunday,7,29,22,July,3,summer,156
4861,203,Sunday,7,29,22,July,3,summer,157
4862,203,Sunday,7,29,22,July,3,summer,158
4863,203,Sunday,7,29,22,July,3,summer,159
4864,203,Sunday,7,29,22,July,3,summer,160
4865,203,Sunday,7,29,22,July,3,summer,161
4866,203,Sunday,7,29,22,July,3,summer,162
4867,203,Sunday,7,29,22,July,3,summer,163
4868,203,Sunday,7,29,22,July,3,summer,164
4869,203,Sunday,7,29,22,July,3,summer,165
4870,203,Sunday,7,29,22,July,3,summer,166
4871,203,Sunday,7,29,22,July,3,summer,167
4872,203,Sunday,7,29,22,July,3,summer,168
4873,204,Monday,1,30,23,July,3,summer,1
4874,204,Monday,1,30,23,July,3,summer,2
4875,204,Monday,1,30,23,July,3,summer,3
4876,204,Monday,1,30,23,July,3,summer,4
4877,204,Monday,1,30,23,July,3,summer,5
4878,204,Monday,1,30,23,July,3,summer,6
4879,204,Monday,1,30,23,July,3,summer,7
4880,204,Monday,1,30,23,July,3,summer,8
4881,204,Monday,1,30,23,July,3,summer,9
4882,204,Monday,1,30,23,July,3,summer,10
4883,204,Monday,1,30,23,July,3,summer,11
4884,204,Monday,1,30,23,July,3,summer,12
4885,204,Monday,1,30,23,July,3,summer,13
4886,204,Monday,1,30,23,July,3,summer,14
4887,204,Monday,1,30,23,July,3,summer,15
4888,204,Monday,1,30,23,July,3,summer,16
4889,204,Monday,1,30,23,July,3,summer,17
4890,204,Monday,1,30,23,July,3,summer,18
4891,204,Monday,1,30,23,July,3,summer,19
4892,204,Monday,1,30,23,July,3,summer,20
4893,204,Monday,1,30,23,July,3,summer,21
4894,204,Monday,1,30,23,July,3,summer,22
4895,204,Monday,1,30,23,July,3,summer,23
4896,204,Monday,1,30,23,July,3,summer,24
4897,205,Tuesday,2,30,24,July,3,summer,25
4898,205,Tuesday,2,30,24,July,3,summer,26
4899,205,Tuesday,2,30,24,July,3,summer,27
4900,205,Tuesday,2,30,24,July,3,summer,28
4901,205,Tuesday,2,30,24,July,3,summer,29
4902,205,Tuesday,2,30,24,July,3,summer,30
4903,205,Tuesday,2,30,24,July,3,summer,31
4904,205,Tuesday,2,30,24,July,3,summer,32
4905,205,Tuesday,2,30,24,July,3,summer,33
4906,205,Tuesday,2,30,24,July,3,summer,34
4907,205,Tuesday,2,30,24,July,3,summer,35
4908,205,Tuesday,2,30,24,July,3,summer,36
4909,205,Tuesday,2,30,24,July,3,summer,37
4910,205,Tuesday,2,30,24,July,3,summer,38
4911,205,Tuesday,2,30,24,July,3,summer,39
4912,205,Tuesday,2,30,24,July,3,summer,40
4913,205,Tuesday,2,30,24,July,3,summer,41
4914,205,Tuesday,2,30,24,July,3,summer,42
4915,205,Tuesday,2,30,24,July,3,summer,43
4916,205,Tuesday,2,30,24,July,3,summer,44
4917,205,Tuesday,2,30,24,July,3,summer,45
4918,205,Tuesday,2,30,24,July,3,summer,46
4919,205,Tuesday,2,30,24,July,3,summer,47
4920,205,Tuesday,2,30,24,July,3,summer,48
4921,206,Wednesday,3,30,25,July,3,summer,49
4922,206,Wednesday,3,30,25,July,3,summer,50
4923,206,Wednesday,3,30,25,July,3,summer,51
4924,206,Wednesday,3,30,25,July,3,summer,52
4925,206,Wednesday,3,30,25,July,3,summer,53
4926,206,Wednesday,3,30,25,July,3,summer,54
4927,206,Wednesday,3,30,25,July,3,summer,55
4928,206,Wednesday,3,30,25,July,3,summer,56
4929,206,Wednesday,3,30,25,July,3,summer,57
4930,206,Wednesday,3,30,25,July,3,summer,58
4931,206,Wednesday,3,30,25,July,3,summer,59
4932,206,Wednesday,3,30,25,July,3,summer,60
4933,206,Wednesday,3,30,25,July,3,summer,61
4934,206,Wednesday,3,30,25,July,3,summer,62
4935,206,Wednesday,3,30,25,July,3,summer,63
4936,206,Wednesday,3,30,25,July,3,summer,64
4937,206,Wednesday,3,30,25,July,3,summer,65
4938,206,Wednesday,3,30,25,July,3,summer,66
4939,206,Wednesday,3,30,25,July,3,summer,67
4940,206,Wednesday,3,30,25,July,3,summer,68
4941,206,Wednesday,3,30,25,July,3,summer,69
4942,206,Wednesday,3,30,25,July,3,summer,70
4943,206,Wednesday,3,30,25,July,3,summer,71
4944,206,Wednesday,3,30,25,July,3,summer,72
4945,207,Thursday,4,30,26,July,3,summer,73
4946,207,Thursday,4,30,26,July,3,summer,74
4947,207,Thursday,4,30,26,July,3,summer,75
4948,207,Thursday,4,30,26,July,3,summer,76
4949,207,Thursday,4,30,26,July,3,summer,77
4950,207,Thursday,4,30,26,July,3,summer,78
4951,207,Thursday,4,30,26,July,3,summer,79
4952,207,Thursday,4,30,26,July,3,summer,80
4953,207,Thursday,4,30,26,July,3,summer,81
4954,207,Thursday,4,30,26,July,3,summer,82
4955,207,Thursday,4,30,26,July,3,summer,83
4956,207,Thursday,4,30,26,July,3,summer,84
4957,207,Thursday,4,30,26,July,3,summer,85
4958,207,Thursday,4,30,26,July,3,summer,86
4959,207,Thursday,4,30,26,July,3,summer,87
4960,207,Thursday,4,30,26,July,3,summer,88
4961,207,Thursday,4,30,26,July,3,summer,89
4962,207,Thursday,4,30,26,July,3,summer,90
4963,207,Thursday,4,30,26,July,3,summer,91
4964,207,Thursday,4,30,26,July,3,summer,92
4965,207,Thursday,4,30,26,July,3,summer,93
4966,207,Thursday,4,30,26,July,3,summer,94
4967,207,Thursday,4,30,26,July,3,summer,95
4968,207,Thursday,4,30,26,July,3,summer,96
4969,208,Friday,5,30,27,July,3,summer,97
4970,208,Friday,5,30,27,July,3,summer,98
4971,208,Friday,5,30,27,July,3,summer,99
4972,208,Friday,5,30,27,July,3,summer,100
4973,208,Friday,5,30,27,July,3,summer,101
4974,208,Friday,5,30,27,July,3,summer,102
4975,208,Friday,5,30,27,July,3,summer,103
4976,208,Friday,5,30,27,July,3,summer,104
4977,208,Friday,5,30,27,July,3,summer,105
4978,208,Friday,5,30,27,July,3,summer,106
4979,208,Friday,5,30,27,July,3,summer,107
4980,208,Friday,5,30,27,July,3,summer,108
4981,208,Friday,5,30,27,July,3,summer,109
4982,208,Friday,5,30,27,July,3,summer,110
4983,208,Friday,5,30,27,July,3,summer,111
4984,208,Friday,5,30,27,July,3,summer,112
4985,208,Friday,5,30,27,July,3,summer,113
4986,208,Friday,5,30,27,July,3,summer,114
4987,208,Friday,5,30,27,July,3,summer,115
4988,208,Friday,5,30,27,July,3,summer,116
4989,208,Friday,5,30,27,July,3,summer,117
4990,208,Friday,5,30,27,July,3,summer,118
4991,208,Friday,5,30,27,July,3,summer,119
4992,208,Friday,5,30,27,July,3,summer,120
4993,209,Saturday,6,30,28,July,3,summer,121
4994,209,Saturday,6,30,28,July,3,summer,122
4995,209,Saturday,6,30,28,July,3,summer,123
4996,209,Saturday,6,30,28,July,3,summer,124
4997,209,Saturday,6,30,28,July,3,summer,125
4998,209,Saturday,6,30,28,July,3,summer,126
4999,209,Saturday,6,30,28,July,3,summer,127
5000,209,Saturday,6,30,28,July,3,summer,128
5001,209,Saturday,6,30,28,July,3,summer,129
5002,209,Saturday,6,30,28,July,3,summer,130
5003,209,Saturday,6,30,28,July,3,summer,131
5004,209,Saturday,6,30,28,July,3,summer,132
5005,209,Saturday,6,30,28,July,3,summer,133
5006,209,Saturday,6,30,28,July,3,summer,134
5007,209,Saturday,6,30,28,July,3,summer,135
5008,209,Saturday,6,30,28,July,3,summer,136
5009,209,Saturday,6,30,28,July,3,summer,137
5010,209,Saturday,6,30,28,July,3,summer,138
5011,209,Saturday,6,30,28,July,3,summer,139
5012,209,Saturday,6,30,28,July,3,summer,140
5013,209,Saturday,6,30,28,July,3,summer,141
5014,209,Saturday,6,30,28,July,3,summer,142
5015,209,Saturday,6,30,28,July,3,summer,143
5016,209,Saturday,6,30,28,July,3,summer,144
5017,210,Sunday,7,30,29,July,3,summer,145
5018,210,Sunday,7,30,29,July,3,summer,146
5019,210,Sunday,7,30,29,July,3,summer,147
5020,210,Sunday,7,30,29,July,3,summer,148
5021,210,Sunday,7,30,29,July,3,summer,149
5022,210,Sunday,7,30,29,July,3,summer,150
5023,210,Sunday,7,30,29,July,3,summer,151
5024,210,Sunday,7,30,29,July,3,summer,152
5025,210,Sunday,7,30,29,July,3,summer,153
5026,210,Sunday,7,30,29,July,3,summer,154
5027,210,Sunday,7,30,29,July,3,summer,155
5028,210,Sunday,7,30,29,July,3,summer,156
5029,210,Sunday,7,30,29,July,3,summer,157
5030,210,Sunday,7,30,29,July,3,summer,158
5031,210,Sunday,7,30,29,July,3,summer,159
5032,210,Sunday,7,30,29,July,3,summer,160
5033,210,Sunday,7,30,29,July,3,summer,161
5034,210,Sunday,7,30,29,July,3,summer,162
5035,210,Sunday,7,30,29,July,3,summer,163
5036,210,Sunday,7,30,29,July,3,summer,164
5037,210,Sunday,7,30,29,July,3,summer,165
5038,210,Sunday,7,30,29,July,3,summer,166
5039,210,Sunday,7,30,29,July,3,summer,167
5040,210,Sunday,7,30,29,July,3,summer,168
5041,211,Monday,1,31,30,July,3,summer,1
5042,211,Monday,1,31,30,July,3,summer,2
5043,211,Monday,1,31,30,July,3,summer,3
5044,211,Monday,1,31,30,July,3,summer,4
5045,211,Monday,1,31,30,July,3,summer,5
5046,211,Monday,1,31,30,July,3,summer,6
5047,211,Monday,1,31,30,July,3,summer,7
5048,211,Monday,1,31,30,July,3,summer,8
5049,211,Monday,1,31,30,July,3,summer,9
5050,211,Monday,1,31,30,July,3,summer,10
5051,211,Monday,1,31,30,July,3,summer,11
5052,211,Monday,1,31,30,July,3,summer,12
5053,211,Monday,1,31,30,July,3,summer,13
5054,211,Monday,1,31,30,July,3,summer,14
5055,211,Monday,1,31,30,July,3,summer,15
5056,211,Monday,1,31,30,July,3,summer,16
5057,211,Monday,1,31,30,July,3,summer,17
5058,211,Monday,1,31,30,July,3,summer,18
5059,211,Monday,1,31,30,July,3,summer,19
5060,211,Monday,1,31,30,July,3,summer,20
5061,211,Monday,1,31,30,July,3,summer,21
5062,211,Monday,1,31,30,July,3,summer,22
5063,211,Monday,1,31,30,July,3,summer,23
5064,211,Monday,1,31,30,July,3,summer,24
5065,212,Tuesday,2,31,31,July,3,summer,25
5066,212,Tuesday,2,31,31,July,3,summer,26
5067,212,Tuesday,2,31,31,July,3,summer,27
5068,212,Tuesday,2,31,31,July,3,summer,28
5069,212,Tuesday,2,31,31,July,3,summer,29
5070,212,Tuesday,2,31,31,July,3,summer,30
5071,212,Tuesday,2,31,31,July,3,summer,31
5072,212,Tuesday,2,31,31,July,3,summer,32
5073,212,Tuesday,2,31,31,July,3,summer,33
5074,212,Tuesday,2,31,31,July,3,summer,34
5075,212,Tuesday,2,31,31,July,3,summer,35
5076,212,Tuesday,2,31,31,July,3,summer,36
5077,212,Tuesday,2,31,31,July,3,summer,37
5078,212,Tuesday,2,31,31,July,3,summer,38
5079,212,Tuesday,2,31,31,July,3,summer,39
5080,212,Tuesday,2,31,31,July,3,summer,40
5081,212,Tuesday,2,31,31,July,3,summer,41
5082,212,Tuesday,2,31,31,July,3,summer,42
5083,212,Tuesday,2,31,31,July,3,summer,43
5084,212,Tuesday,2,31,31,July,3,summer,44
5085,212,Tuesday,2,31,31,July,3,summer,45
5086,212,Tuesday,2,31,31,July,3,summer,46
5087,212,Tuesday,2,31,31,July,3,summer,47
5088,212,Tuesday,2,31,31,July,3,summer,48
5089,213,Wednesday,3,31,1,August,3,summer,49
5090,213,Wednesday,3,31,1,August,3,summer,50
5091,213,Wednesday,3,31,1,August,3,summer,51
5092,213,Wednesday,3,31,1,August,3,summer,52
5093,213,Wednesday,3,31,1,August,3,summer,53
5094,213,Wednesday,3,31,1,August,3,summer,54
5095,213,Wednesday,3,31,1,August,3,summer,55
5096,213,Wednesday,3,31,1,August,3,summer,56
5097,213,Wednesday,3,31,1,August,3,summer,57
5098,213,Wednesday,3,31,1,August,3,summer,58
5099,213,Wednesday,3,31,1,August,3,summer,59
5100,213,Wednesday,3,31,1,August,3,summer,60
5101,213,Wednesday,3,31,1,August,3,summer,61
5102,213,Wednesday,3,31,1,August,3,summer,62
5103,213,Wednesday,3,31,1,August,3,summer,63
5104,213,Wednesday,3,31,1,August,3,summer,64
5105,213,Wednesday,3,31,1,August,3,summer,65
5106,213,Wednesday,3,31,1,August,3,summer,66
5107,213,Wednesday,3,31,1,August,3,summer,67
5108,213,Wednesday,3,31,1,August,3,summer,68
5109,213,Wednesday,3,31,1,August,3,summer,69
5110,213,Wednesday,3,31,1,August,3,summer,70
5111,213,Wednesday,3,31,1,August,3,summer,71
5112,213,Wednesday,3,31,1,August,3,summer,72
5113,214,Thursday,4,31,2,August,3,summer,73
5114,214,Thursday,4,31,2,August,3,summer,74
5115,214,Thursday,4,31,2,August,3,summer,75
5116,214,Thursday,4,31,2,August,3,summer,76
5117,214,Thursday,4,31,2,August,3,summer,77
5118,214,Thursday,4,31,2,August,3,summer,78
5119,214,Thursday,4,31,2,August,3,summer,79
5120,214,Thursday,4,31,2,August,3,summer,80
5121,214,Thursday,4,31,2,August,3,summer,81
5122,214,Thursday,4,31,2,August,3,summer,82
5123,214,Thursday,4,31,2,August,3,summer,83
5124,214,Thursday,4,31,2,August,3,summer,84
5125,214,Thursday,4,31,2,August,3,summer,85
5126,214,Thursday,4,31,2,August,3,summer,86
5127,214,Thursday,4,31,2,August,3,summer,87
5128,214,Thursday,4,31,2,August,3,summer,88
5129,214,Thursday,4,31,2,August,3,summer,89
5130,214,Thursday,4,31,2,August,3,summer,90
5131,214,Thursday,4,31,2,August,3,summer,91
5132,214,Thursday,4,31,2,August,3,summer,92
5133,214,Thursday,4,31,2,August,3,summer,93
5134,214,Thursday,4,31,2,August,3,summer,94
5135,214,Thursday,4,31,2,August,3,summer,95
5136,214,Thursday,4,31,2,August,3,summer,96
5137,215,Friday,5,31,3,August,3,summer,97
5138,215,Friday,5,31,3,August,3,summer,98
5139,215,Friday,5,31,3,August,3,summer,99
5140,215,Friday,5,31,3,August,3,summer,100
5141,215,Friday,5,31,3,August,3,summer,101
5142,215,Friday,5,31,3,August,3,summer,102
5143,215,Friday,5,31,3,August,3,summer,103
5144,215,Friday,5,31,3,August,3,summer,104
5145,215,Friday,5,31,3,August,3,summer,105
5146,215,Friday,5,31,3,August,3,summer,106
5147,215,Friday,5,31,3,August,3,summer,107
5148,215,Friday,5,31,3,August,3,summer,108
5149,215,Friday,5,31,3,August,3,summer,109
5150,215,Friday,5,31,3,August,3,summer,110
5151,215,Friday,5,31,3,August,3,summer,111
5152,215,Friday,5,31,3,August,3,summer,112
5153,215,Friday,5,31,3,August,3,summer,113
5154,215,Friday,5,31,3,August,3,summer,114
5155,215,Friday,5,31,3,August,3,summer,115
5156,215,Friday,5,31,3,August,3,summer,116
5157,215,Friday,5,31,3,August,3,summer,117
5158,215,Friday,5,31,3,August,3,summer,118
5159,215,Friday,5,31,3,August,3,summer,119
5160,215,Friday,5,31,3,August,3,summer,120
5161,216,Saturday,6,31,4,August,3,summer,121
5162,216,Saturday,6,31,4,August,3,summer,122
5163,216,Saturday,6,31,4,August,3,summer,123
5164,216,Saturday,6,31,4,August,3,summer,124
5165,216,Saturday,6,31,4,August,3,summer,125
5166,216,Saturday,6,31,4,August,3,summer,126
5167,216,Saturday,6,31,4,August,3,summer,127
5168,216,Saturday,6,31,4,August,3,summer,128
5169,216,Saturday,6,31,4,August,3,summer,129
5170,216,Saturday,6,31,4,August,3,summer,130
5171,216,Saturday,6,31,4,August,3,summer,131
5172,216,Saturday,6,31,4,August,3,summer,132
5173,216,Saturday,6,31,4,August,3,summer,133
5174,216,Saturday,6,31,4,August,3,summer,134
5175,216,Saturday,6,31,4,August,3,summer,135
5176,216,Saturday,6,31,4,August,3,summer,136
5177,216,Saturday,6,31,4,August,3,summer,137
5178,216,Saturday,6,31,4,August,3,summer,138
5179,216,Saturday,6,31,4,August,3,summer,139
5180,216,Saturday,6,31,4,August,3,summer,140
5181,216,Saturday,6,31,4,August,3,summer,141
5182,216,Saturday,6,31,4,August,3,summer,142
5183,216,Saturday,6,31,4,August,3,summer,143
5184,216,Saturday,6,31,4,August,3,summer,144
5185,217,Sunday,7,31,5,August,3,summer,145
5186,217,Sunday,7,31,5,August,3,summer,146
5187,217,Sunday,7,31,5,August,3,summer,147
5188,217,Sunday,7,31,5,August,3,summer,148
5189,217,Sunday,7,31,5,August,3,summer,149
5190,217,Sunday,7,31,5,August,3,summer,150
5191,217,Sunday,7,31,5,August,3,summer,151
5192,217,Sunday,7,31,5,August,3,summer,152
5193,217,Sunday,7,31,5,August,3,summer,153
5194,217,Sunday,7,31,5,August,3,summer,154
5195,217,Sunday,7,31,5,August,3,summer,155
5196,217,Sunday,7,31,5,August,3,summer,156
5197,217,Sunday,7,31,5,August,3,summer,157
5198,217,Sunday,7,31,5,August,3,summer,158
5199,217,Sunday,7,31,5,August,3,summer,159
5200,217,Sunday,7,31,5,August,3,summer,160
5201,217,Sunday,7,31,5,August,3,summer,161
5202,217,Sunday,7,31,5,August,3,summer,162
5203,217,Sunday,7,31,5,August,3,summer,163
5204,217,Sunday,7,31,5,August,3,summer,164
5205,217,Sunday,7,31,5,August,3,summer,165
5206,217,Sunday,7,31,5,August,3,summer,166
5207,217,Sunday,7,31,5,August,3,summer,167
5208,217,Sunday,7,31,5,August,3,summer,168
